OID,FID_,X,Y,BCE_Whanga
376,376,1835501.752976223,5929128.942622877,-0.454354582
377,377,1834526.104157232,5929136.92079652,0.260352941
378,378,1834558.728696146,5929148.787357188,-0.226124481
379,379,1834605.572578144,5929128.230552491,-0.155666677
380,380,1834597.85510858,5929117.969563186,-0.039368432
381,381,1835448.550123469,5929095.020243917,-0.335888888
382,382,1835360.121787296,5929109.356801588,-0.418735825
383,383,1835430.972026915,5929087.090258613,-0.236974365
384,384,1835457.804188396,5929088.139263296,-0.301000002
385,385,1835476.560135753,5929083.692518809,-0.423141411
386,386,1835516.236162691,5929087.596107793,-0.358276727
387,387,1834412.88393998,5929093.140089958,-0.239999995
388,388,1834401.856455698,5929083.18650308,-0.079499996
389,389,1833088.303545793,5929108.729208797,1.111391338
390,390,1834436.976460724,5929075.293060336,-0.240071437
391,391,1834584.748792059,5929073.257254104,-0.066568754
392,392,1835074.565527531,5929050.639911506,-0.29926317
393,393,1835419.688199128,5929046.152319459,-0.248450938
394,394,1833051.379833725,5929080.9814122,0.181036696
395,395,1835092.816819408,5929009.133569804,-0.297871794
396,396,1835421.725479572,5928985.388481049,-0.08726
397,397,1835109.951347633,5928970.524817715,-0.284081072
398,398,1835466.066368426,5928943.71749112,-0.160942153
399,399,1835512.892605892,5928906.018437274,-0.155804666
400,400,1835535.991906609,5928888.565767211,-0.173251387
401,401,1835551.363965781,5928868.398927803,-0.276087212
402,402,1834555.395230212,5928901.828486498,-0.04673267
403,403,1835609.514927561,5928830.577743161,-0.223716313
404,404,1835680.297853804,5928821.736145091,-0.348836011
405,405,1835131.596295125,5928818.796207746,-9999.0
406,406,1834547.983838314,5928841.292471594,0.037336551
407,407,1835143.812470792,5928807.971956478,-0.206163648
408,408,1835656.781263127,5928799.353515831,-0.302776375
409,409,1835707.146368655,5928795.396707464,-0.358028702
410,410,1835141.377881736,5928733.858271688,-0.280461551
411,411,1835186.331970076,5928734.237678696,-0.073972226
412,412,1835236.19917023,5928676.649598954,-0.205620913
413,413,1835608.36917783,5928650.922694213,0.077429485
414,414,1835271.431129551,5928650.01281818,-0.196508767
415,415,1835367.411660425,5928637.743369341,-0.179746915
416,416,1835641.811640159,5928629.538267911,0.221451609
417,417,1835618.581454576,5928601.701627806,-0.448490094
