OID,FID_,X,Y,BCE_Mouter
218,218,1602304.905901831,5445351.795155091,1.092660029
219,219,1600851.19847641,5445342.143462784,-0.609900008
220,220,1601264.458058752,5445341.552909508,-0.55611321
221,221,1602025.831361174,5445340.972499848,0.749803923
222,222,1602040.662585514,5445340.663246415,1.05152174
223,223,1600713.759940065,5445331.450854093,1.600604656
224,224,1600750.153388921,5445333.25930193,-0.268754498
225,225,1601125.546765749,5445331.980086845,-0.674441173
226,226,1601155.700128627,5445331.975380495,-0.645409112
227,227,1601377.531438444,5445331.560385109,0.032698114
228,228,1601528.451386548,5445336.31191228,-0.845294125
229,229,1601630.891867214,5445417.127370341,-9999.0
230,230,1600804.616475463,5445321.673836465,-0.836000025
231,231,1600827.231465554,5445321.671311509,-0.426185206
232,232,1601452.912859325,5445321.573701764,-0.566204525
233,233,1600698.938714979,5445316.074924181,0.101414002
234,234,1602327.080342255,5445314.698530243,1.348284523
235,235,1600767.07477475,5445300.800443511,-0.315000016
236,236,1600789.689778981,5445301.526789819,0.907955213
237,237,1600804.614279559,5445301.729666301,0.514579992
238,238,1601406.192116761,5445302.307358152,-0.664954772
239,239,1601256.911132414,5445291.693784786,-0.780475017
240,240,1601568.647691505,5445298.077072374,-9999.0
241,241,1601158.910080106,5445271.765811733,-0.655942308
242,242,1602078.685796064,5445265.349940503,0.771664531
243,243,1602093.462821206,5445251.059369291,0.802295774
244,244,1600473.076917531,5445241.721622315,0.062518181
245,245,1601259.045137186,5445244.616422646,-0.716476198
246,246,1600603.23908875,5445265.377129354,-0.204682092
247,247,1602099.170888493,5445225.672891577,0.797821119
248,248,1601196.591675937,5445211.92722003,-0.825230745
249,249,1601425.8731903,5445257.935235924,-0.796363657
250,250,1602116.950104169,5445191.569877027,0.857083328
251,251,1600426.232445151,5445216.537268558,0.186291297
252,252,1602123.651927557,5445181.29450828,0.993873219
253,253,1600265.636072124,5445164.311415941,0.758480808
254,254,1600334.652589261,5445186.179113534,0.352482729
255,255,1600899.213095902,5445157.348986347,-0.026658415
256,256,1600308.928722378,5445148.998256897,0.273033491
257,257,1601179.984209838,5445176.040729194,-0.53381593
258,258,1601200.899036373,5445142.498448565,-0.760835298
259,259,1600248.996809382,5445132.039738596,0.292466664
260,260,1601018.152096169,5445136.030688246,0.057559284
261,261,1600917.970653935,5445122.218743786,-0.06682692
262,262,1600208.684888501,5445112.096828178,0.272173077
263,263,1601274.620715057,5445108.66461599,-9999.0
264,264,1602138.64642157,5445101.800943468,1.031757608
265,265,1600201.322725898,5445093.224593376,0.812800008
266,266,1600230.267466434,5445106.261016032,1.081571426
267,267,1600940.276903971,5445092.299642241,0.160941177
268,268,1601290.552729906,5445091.460610844,-0.476346542
269,269,1600184.499152952,5445082.56237541,0.733121561
270,270,1601254.466878378,5445089.987806696,-9999.0
271,271,1600152.697855722,5445072.209857218,0.685973332
272,272,1600171.543037314,5445072.209442034,0.641442841
273,273,1601291.344443966,5445072.678404883,-0.152336636
274,274,1600137.62152264,5445062.238067817,0.707260002
275,275,1601143.799183329,5445052.382263388,-0.701673087
276,276,1601271.946072519,5445052.361081053,-0.336000009
277,277,1600111.238000811,5445042.294341743,0.773937503
278,278,1601233.400898213,5445060.230156151,-0.842322605
279,279,1600850.591598328,5445036.973942825,0.587845638
280,280,1600092.392644197,5445022.350422534,0.950533347
281,281,1602131.34092471,5445041.7182587,1.698330422
282,282,1600130.008074936,5445024.769630718,0.833506254
283,283,1602123.734275037,5445011.865795462,0.671653847
284,284,1600890.8739324,5445056.782432514,0.476294953
285,285,1601000.87363071,5445002.542788965,0.112666668
286,286,1600111.544534442,5445004.72834124,1.079270848
287,287,1601735.670612022,5444977.270454862,0.469196661
288,288,1602146.164134271,5444931.862956575,1.120046892
289,289,1602186.334565156,5444924.288585778,0.973685788
290,290,1602255.77189082,5444906.707970592,0.838647966
291,291,1601185.808295484,5444872.007968303,-0.836000025
292,292,1601106.508838888,5444853.177153301,0.517733331
293,293,1601219.297695147,5444847.737682233,-9999.0
294,294,1601233.30168614,5445020.361937722,-0.802759052
295,295,1601181.56206746,5444840.570830305,-0.472020773
296,296,1601302.968468341,5444828.561288322,-0.775733346
297,297,1601341.096130899,5444823.521351436,-0.141385618
298,298,1601178.229929068,5444803.451056292,-0.04416505
299,299,1601249.438444302,5444785.65371531,-9999.0
300,300,1601324.816623282,5444787.886751249,-0.797607167
301,301,1601167.558990478,5444754.304567255,0.182242424
302,302,1601265.744742334,5444748.735353206,-9999.0
303,303,1602251.746787514,5444790.861173085,0.651411954
304,304,1601138.941724757,5444710.641808295,0.730598183
305,305,1601446.131905615,5444709.632143896,-0.270184392
