OID,FID_,X,Y,BCE_Te_Pun
2040,2040,1689552.625475438,6102572.690145009,0.889324322
2041,2041,1688491.687778767,6102603.521509829,-0.605122874
2042,2042,1689560.38011921,6102551.722379147,0.864455689
2043,2043,1694703.537807229,6102506.323208882,-0.391859497
2044,2044,1694731.678947185,6102498.915290067,-0.68316003
2045,2045,1689568.673214771,6102541.96726114,1.050815786
2046,2046,1688456.330703861,6102542.556997264,-0.504999995
2047,2047,1689577.044007797,6102532.377191232,1.219234764
2048,2048,1688579.141020262,6102532.448792174,0.241820379
2049,2049,1689754.362456032,6102593.832741107,-0.472798179
2050,2050,1688561.730485864,6102511.633891072,-0.268599759
2051,2051,1688472.757598407,6102526.927531826,-0.471150656
2052,2052,1694718.840856356,6102444.247909746,-0.457166691
2053,2053,1687826.291323225,6102498.8799539,0.061483946
2054,2054,1687818.018561227,6102488.996558119,0.055955055
2055,2055,1688455.794743372,6102487.761359988,-0.353622067
2056,2056,1695006.377431001,6102406.119255406,-9999.0
2057,2057,1687645.874256322,6102469.165470022,0.10117375
2058,2058,1687809.649061468,6102469.150345649,0.05599706
2059,2059,1687915.936809659,6102468.117382423,0.068127374
2060,2060,1695159.711427342,6102394.985139973,-0.365456137
2061,2061,1689600.691521663,6102447.920884591,0.999797719
2062,2062,1694988.747576332,6102388.50170296,-0.054433653
2063,2063,1695037.184171479,6102391.087441302,-0.787477547
2064,2064,1689608.47882291,6102431.922648721,0.929268093
2065,2065,1694931.165090876,6102377.481420535,0.166078434
2066,2066,1695004.582878303,6102382.266723676,0.654348683
2067,2067,1695077.907090175,6102375.713355916,-0.711591673
2068,2068,1695167.850902379,6102375.493679083,-0.128392852
2069,2069,1689616.351680119,6102421.657193625,0.817462421
2070,2070,1695020.671068797,6102371.476362468,0.490449835
2071,2071,1694448.544218171,6102365.893460494,0.70287173
2072,2072,1694917.834061079,6102386.962564322,0.158707846
2073,2073,1695037.01855188,6102362.6736628,0.169263065
2074,2074,1688471.415663656,6102412.880253095,-0.324999988
2075,2075,1694472.604867599,6102354.244152215,1.373580006
2076,2076,1694602.254738545,6102359.300001308,-0.69086005
2077,2077,1695061.442355451,6102352.473098992,0.014968729
2078,2078,1695192.109084244,6102349.601778944,-0.085762505
2079,2079,1687670.078130796,6102410.722187813,0.075000003
2080,2080,1687929.534129236,6102415.405823156,0.411066066
2081,2081,1689627.728359139,6102404.862541374,0.729083954
2082,2082,1694527.045362777,6102349.775490848,0.978451606
2083,2083,1694562.393520088,6102340.537293843,1.134836364
2084,2084,1695085.884775998,6102342.214675819,0.026153098
2085,2085,1695200.12772787,6102334.571350832,-0.089424998
2086,2086,1687671.949534592,6102429.79287074,0.081560219
2087,2087,1687948.132866647,6102398.298061226,0.073588537
2088,2088,1688446.692881686,6102393.194596208,-0.324999988
2089,2089,1689689.432446032,6102380.952351781,1.057448263
2090,2090,1688393.452011915,6102383.751586875,-0.059007496
2091,2091,1688438.419456376,6102383.311822739,-0.324999988
2092,2092,1689844.843374027,6102369.230262359,1.367129895
2093,2093,1689859.752887226,6102367.999519477,1.349559999
2094,2094,1694576.746803544,6102328.831949051,0.605320993
2095,2095,1695107.823173701,6102322.859221224,1.599480694
2096,2096,1687846.211704546,6102456.973209844,0.062761406
2097,2097,1687972.444707791,6102378.054840984,0.070814964
2098,2098,1694594.918047245,6102318.460295563,1.277590541
2099,2099,1694642.865953543,6102324.557094436,-0.409086613
2100,2100,1695118.85044582,6102306.835065725,4.924588652
2101,2101,1688348.289853432,6102364.265425961,0.055
2102,2102,1688420.897518424,6102368.054366161,-0.324999988
2103,2103,1695134.528882386,6102301.573874514,3.250861648
2104,2104,1688397.247710754,6102353.823194786,0.054987912
2105,2105,1689812.461278908,6102338.724155166,2.779640493
2106,2106,1694464.053520527,6102290.393689277,5.086002679
2107,2107,1694624.148164887,6102297.639818816,0.450226724
2108,2108,1695154.345969079,6102289.008246129,2.707967199
2109,2109,1688534.237637878,6102414.230966154,-0.327698242
2110,2110,1695175.000506406,6102275.088608554,0.407113923
2111,2111,1687656.545699227,6102341.642525747,0.075000003
2112,2112,1687980.804869953,6102410.966580166,0.064407239
2113,2113,1688370.299412546,6102338.303910996,0.063906832
2114,2114,1688451.376735807,6102335.946966873,-0.324999988
2115,2115,1689786.784272948,6102320.407555468,0.888678573
2116,2116,1694717.261544935,6102269.959239376,-0.02918667
2117,2117,1695183.204579578,6102265.207358077,0.630415588
2118,2118,1687661.520545927,6102331.5808643,0.075000003
2119,2119,1687779.298235004,6102338.19757827,0.067840252
2120,2120,1694545.050157866,6102261.93773799,0.579169599
2121,2121,1694731.83786669,6102283.403354857,-0.305735807
2122,2122,1695191.484356294,6102255.440330054,0.236200003
2123,2123,1694476.222438456,6102265.31648085,5.584700394
2124,2124,1694561.297769626,6102251.803840626,0.475035713
2125,2125,1695199.814628849,6102245.784133146,0.195898307
2126,2126,1688249.595676713,6102305.446781856,1.327206881
2127,2127,1694577.545345418,6102241.669913157,0.333896556
2128,2128,1695217.975642581,6102241.337568665,0.317991803
2129,2129,1687684.278810689,6102340.36375819,0.136866498
2130,2130,1687701.697756846,6102300.842291591,0.075000003
2131,2131,1694531.02906369,6102238.734456322,4.141527061
2132,2132,1694593.788609948,6102231.127321484,0.246678572
2133,2133,1695232.108600321,6102226.259338841,0.825874989
2134,2134,1688233.049597412,6102285.680721855,0.055
2135,2135,1694561.234944705,6102221.817077661,2.76413046
2136,2136,1688304.258379777,6102314.442915626,0.055385388
2137,2137,1694618.111994269,6102211.353518275,0.097482143
2138,2138,1694937.732379297,6102207.798540679,0.099475665
2139,2139,1694583.288424013,6102208.76308495,0.468301891
2140,2140,1694724.79639006,6102205.049924017,-0.671847105
2141,2141,1694947.862990519,6102191.085504699,0.19198109
2142,2142,1688011.34087446,6102292.692117332,0.063999882
2143,2143,1694599.701306721,6102188.912986798,0.344578654
2144,2144,1694872.743876356,6102189.467070173,0.168193621
2145,2145,1694916.379127289,6102177.783716268,1.535138203
2146,2146,1694609.835411531,6102171.550138345,0.441610385
2147,2147,1694928.897914839,6102169.480188543,3.21015948
2148,2148,1687938.682177068,6102227.21560318,0.642400002
2149,2149,1688060.775281406,6102227.577781019,0.055
2150,2150,1688199.568767118,6102206.297301483,0.055
2151,2151,1689532.778577059,6102192.532008108,-9999.0
2152,2152,1694618.107793348,6102153.167216102,0.461070406
2153,2153,1694804.54955471,6102153.306358835,-0.197362806
2154,2154,1687988.546183595,6102208.383937334,0.071799857
2155,2155,1687942.29845007,6102188.21106668,0.104999997
2156,2156,1689516.497737849,6102172.474572253,5.853999805
2157,2157,1694625.948511891,6102127.200530732,0.515342466
2158,2158,1687991.441176459,6102180.024413846,0.065327553
2159,2159,1688027.08472303,6102182.501278267,0.055
2160,2160,1688109.344539369,6102177.285760068,0.055
2161,2161,1694633.665517172,6102111.438482189,0.527853656
2162,2162,1688011.200004003,6102168.353947753,0.055
2163,2163,1689500.279914331,6102152.37552681,-9999.0
2164,2164,1694641.657866739,6102101.298929381,0.627799991
2165,2165,1688019.496168073,6102158.601835006,0.055
2166,2166,1689492.207638842,6102142.309309962,-9999.0
2167,2167,1688027.884076918,6102149.044498525,0.055
2168,2168,1688036.297678593,6102139.745803112,0.055
2169,2169,1688062.942258112,6102154.754638973,0.055
2170,2170,1688225.155206184,6102217.631861458,0.055
2171,2171,1687806.662540559,6102129.868603511,3.297767602
2172,2172,1687871.986788907,6102134.843301208,0.104999997
2173,2173,1688051.744276486,6102128.173759227,0.055
2174,2174,1694666.477944326,6102077.484245676,0.703119998
2175,2175,1687798.086822581,6102120.531330465,3.47751675
2176,2176,1688068.132136207,6102119.672997719,0.055
2177,2177,1688084.243052056,6102117.038688847,0.055
2178,2178,1688122.42032653,6102120.696886752,0.055
2179,2179,1687822.70612788,6102121.295558126,0.161006058
2180,2180,1688101.162594465,6102108.610914464,0.055
2181,2181,1687769.281952932,6102101.23056024,3.011060868
2182,2182,1688109.550835687,6102099.173131585,0.055
2183,2183,1688141.567235557,6102104.772809514,0.055
2184,2184,1688124.892878008,6102087.548533609,0.055
2185,2185,1689621.526182795,6102075.097707924,0.789545447
2186,2186,1687722.402118866,6102088.726440685,0.69693175
2187,2187,1689637.912423585,6102064.255252088,0.81207694
2188,2188,1688186.291188996,6102083.590714944,0.055
2189,2189,1689653.887396558,6102053.181069152,0.803702712
2190,2190,1689669.840412339,6102042.536876408,0.898519473
2191,2191,1688160.15870987,6102058.803011563,0.055
2192,2192,1689421.697338443,6102034.259713801,2.2270858
2193,2193,1689692.14232591,6102020.318879019,0.851043273
2194,2194,1689710.534004682,6102002.739571106,0.82417912
2195,2195,1689726.852484513,6101992.858080675,0.898777791
2196,2196,1689743.149204795,6101983.029114043,0.89616128
2197,2197,1689383.049455741,6101975.259249454,1.998297293
2198,2198,1689758.984609679,6101971.774160095,0.892893194
2199,2199,1689849.126600444,6101965.868272071,1.606695638
2200,2200,1689375.007880597,6101960.604534243,1.559558185
2201,2201,1689767.506308824,6101952.276890996,1.019589822
2202,2202,1689856.868849326,6101950.845585923,4.073794964
2203,2203,1689775.620172603,6101942.571140454,0.786430757
2204,2204,1689388.492940656,6101942.79110244,0.544680902
2205,2205,1689784.026329064,6101933.25433198,0.76784614
2206,2206,1689844.407511233,6101931.041785835,1.187596762
2207,2207,1689799.551594506,6101927.29887694,0.63369128
2208,2208,1689818.833888019,6101919.209260169,0.941801894
2209,2209,1689412.609124056,6101829.011616629,0.457773359
2210,2210,1689422.517715484,6101806.155108628,0.248801617
2211,2211,1689302.663276159,6101147.906694287,1.669316602
2212,2212,1689277.2832382,6101098.631970147,1.404510655
2213,2213,1689243.350469996,6101029.948602033,0.793492944
2214,2214,1689236.478184092,6101010.135691856,0.964864869
2215,2215,1689235.698289717,6100940.802218475,0.794619056
2216,2216,1689263.974945307,6100997.499387129,1.190275216
2217,2217,1689245.233133723,6100913.975119269,0.750351364
