OID,FID_,X,Y,BCE_Aotea_
1051,1051,1761200.15813452,5791397.739516886,0.073469964
1052,1052,1761249.970866682,5791382.843561328,0.162648146
1053,1053,1761491.133063539,5791509.673288669,-0.25427513
1054,1054,1758962.766817936,5791417.512847602,-9999.0
1055,1055,1758975.319293425,5791422.56319698,-0.627892861
1056,1056,1760489.282768121,5791388.23519176,-0.689262633
1057,1057,1760839.661634348,5791380.96421629,0.257849056
1058,1058,1762322.531874405,5791351.411359033,0.620561659
1059,1059,1760359.598103664,5791382.08492831,-0.479254919
1060,1060,1760505.861463835,5791360.161416618,-0.841973553
1061,1061,1761550.199389445,5791382.874402493,0.252329778
1062,1062,1758933.866773744,5791393.567619218,-0.081865073
1063,1063,1760326.204101286,5791340.992231853,-0.306639995
1064,1064,1761511.888734059,5791323.157481882,0.428521977
1065,1065,1758901.267788042,5791365.526213053,-0.633481825
1066,1066,1760287.943793955,5791346.348243547,0.485873736
1067,1067,1761125.63903664,5791328.977840645,0.156795743
1068,1068,1761167.164770655,5791307.97339884,0.255212642
1069,1069,1761240.473843452,5791343.827849656,0.200113646
1070,1070,1758880.251809029,5791346.902367615,-0.574242249
1071,1071,1760467.407936767,5791308.096260032,-0.779113207
1072,1072,1761420.163878341,5791290.393428808,0.600452828
1073,1073,1758865.937447533,5791330.415180737,-0.557218759
1074,1074,1760953.88744586,5791379.165982435,0.196963787
1075,1075,1758857.469152419,5791321.918006613,-0.440400006
1076,1076,1761453.177495356,5791269.134145347,0.600019228
1077,1077,1758841.92151075,5791310.86625421,-0.571967749
1078,1078,1760454.726085225,5791278.052633418,-0.779111103
1079,1079,1761297.879995676,5791281.985828476,0.393990567
1080,1080,1761441.408425928,5791252.188248132,0.566537633
1081,1081,1761034.2751652,5791247.490499915,0.36805556
1082,1082,1758811.616389416,5791290.963945879,-0.701611976
1083,1083,1761176.038118988,5791234.721099741,0.379462962
1084,1084,1761341.657645316,5791231.44998233,0.553150939
1085,1085,1761436.297393778,5791229.579262705,0.779481457
1086,1086,1758794.188634643,5791271.278843392,-0.764285708
1087,1087,1760479.428811822,5791247.274274251,-0.697333324
1088,1088,1761184.038113398,5791224.17551564,0.389999999
1089,1089,1761381.212182333,5791220.696089987,0.76364286
1090,1090,1761593.833047901,5791216.490686484,0.396436366
1091,1091,1760911.632280752,5791200.42438014,0.285533335
1092,1092,1760945.933945774,5791208.528399728,0.286795538
1093,1093,1761593.241172686,5791186.585874774,0.404339288
1094,1094,1762000.043573055,5791168.063495728,0.485299996
1095,1095,1760876.608248819,5791197.009134305,0.262004993
1096,1096,1761020.793080466,5791173.069230495,0.271137443
1097,1097,1761047.800598524,5791151.709312733,0.252752294
1098,1098,1760330.210351511,5791151.653494596,-0.747854534
1099,1099,1760686.651438923,5791308.25123824,-0.079238604
1100,1100,1760683.165962178,5791143.182211257,-0.147928199
1101,1101,1762024.011846758,5791087.165142226,0.653080007
1102,1102,1760835.410446421,5791103.937268673,-0.068838487
1103,1103,1760344.722606454,5791105.714986406,-0.696945461
1104,1104,1760329.035827767,5791091.843979544,-0.436999991
1105,1105,1760480.390415426,5791103.376603357,-0.408717279
1106,1106,1758104.859626277,5791125.246937607,-9999.0
1107,1107,1758163.353398827,5791127.947121542,-9999.0
1108,1108,1760506.672130305,5791068.785980464,-0.37756481
1109,1109,1758104.473549723,5791105.310499204,-9999.0
1110,1110,1758143.867721187,5791094.367811518,-9999.0
1111,1111,1758096.201068141,5791085.526780498,-9999.0
1112,1112,1758601.086500484,5791075.526893197,-0.001506267
1113,1113,1758001.178404752,5791067.422392375,-0.944052655
1114,1114,1762018.115418854,5790998.848639147,0.582000017
1115,1115,1758135.498611632,5791069.600034549,-9999.0
1116,1116,1758010.780030293,5791050.998470228,-9999.0
1117,1117,1758562.675996967,5791037.914473319,-0.088300817
1118,1118,1760441.621455122,5790970.343547227,-0.935142855
1119,1119,1760585.805593326,5790967.83331576,-0.824302462
1120,1120,1760610.595866046,5790966.644493482,-0.618678574
1121,1121,1761965.127051893,5790935.481619132,0.784633338
1122,1122,1758512.593833788,5790987.497302171,-0.510866676
1123,1123,1757967.829535934,5790958.376267884,-0.918277793
1124,1124,1758028.494322399,5791004.409267155,-9999.0
1125,1125,1758492.139466155,5790966.523129999,-0.722655862
1126,1126,1761926.131707129,5790870.991770688,0.449657531
1127,1127,1757962.224744365,5790941.592124232,-0.918733775
1128,1128,1758089.453553703,5790992.222141098,-9999.0
1129,1129,1758038.063941502,5790926.893341278,-9999.0
1130,1130,1758455.985133759,5790924.173909579,-0.736623286
1131,1131,1758029.984733835,5790917.077781786,-9999.0
1132,1132,1758017.962430802,5790907.338536022,-9999.0
1133,1133,1758005.940156311,5790897.599279045,-9999.0
1134,1134,1757989.974806271,5790887.936305533,-9999.0
1135,1135,1761865.306327676,5790802.619178102,0.605215825
1136,1136,1760158.126550135,5790810.16250332,0.530957445
1137,1137,1758372.962439737,5790841.051775112,-0.913967992
1138,1138,1758262.861791368,5790759.022012526,-0.418907465
1139,1139,1760004.895066445,5790633.614766526,0.801804192
1140,1140,1761124.497634833,5790610.847613198,0.455575963
1141,1141,1758083.734133581,5790677.974453669,0.028842331
1142,1142,1757964.981665703,5790645.286744484,0.418662085
1143,1143,1758108.328022595,5790631.800389973,0.425289766
1144,1144,1757910.054160761,5790624.45419681,-9999.0
1145,1145,1757950.44645282,5790623.487256798,0.530131146
1146,1146,1757889.941384681,5790610.657792899,-9999.0
1147,1147,1761202.044302366,5790545.921185784,0.543724999
1148,1148,1762027.614329505,5790499.35528361,1.007538453
1149,1149,1757880.493707886,5790567.587737146,0.506741668
1150,1150,1762074.777143441,5790413.122193938,0.769763879
1151,1151,1761322.755257924,5790380.980012817,0.568402986
1152,1152,1761870.332793326,5790033.023563752,0.591040803
1153,1153,1761182.971109719,5789977.84038689,0.681215183
1154,1154,1757922.213789816,5791152.954665062,-0.790478865
1155,1155,1757837.141803777,5790584.905912007,-9999.0
1156,1156,1761407.392637782,5789956.109100148,0.672128005
1157,1157,1761345.951617033,5789910.631333981,0.744999992
