OID,FID_,X,Y,BCE_Peloro
526,526,1678948.510650143,5464622.389332823,-9999.0
527,527,1679288.655990089,5464618.729407632,-9999.0
528,528,1679462.992019767,5464626.506558958,-0.898999959
529,529,1676967.287524142,5464630.161841339,-0.883913012
530,530,1679151.380682711,5464669.709123399,-9999.0
531,531,1679152.186445065,5464614.438852315,-9999.0
532,532,1685428.886676269,5464553.291351517,-0.49908333
533,533,1676596.04411575,5464624.852749815,-0.870319965
534,534,1676612.639684292,5464627.151845871,-9999.0
535,535,1678441.859376937,5464607.86546565,-9999.0
536,536,1679207.991419512,5464608.348162173,-9999.0
537,537,1679439.616248383,5464597.153783597,-9999.0
538,538,1685447.482929482,5464529.11596405,-9999.0
539,539,1677572.699681862,5464611.895145752,-0.600285663
540,540,1679447.109211826,5464587.03438766,-0.539555511
541,541,1676446.061298417,5464604.787644113,-9999.0
542,542,1676569.518713146,5464608.567885731,-0.64352175
543,543,1679168.234945623,5464586.461769244,-9999.0
544,544,1679439.551124733,5464577.003693826,-0.562399964
545,545,1679423.871676148,5464571.616750644,-9999.0
546,546,1680442.69898746,5464558.877405226,-9999.0
547,547,1676533.011639722,5464588.233386115,-0.406392557
548,548,1676551.754370303,5464587.893815821,-9999.0
549,549,1679268.162272716,5464568.791720662,-9999.0
550,550,1680430.191783678,5464545.61874987,-9999.0
551,551,1685201.227280844,5464499.849421885,-9999.0
552,552,1676270.611715471,5464634.792410575,-0.629582565
553,553,1679423.796555177,5464547.720139186,-0.919928534
554,554,1685181.193308947,5464482.507088955,-9999.0
555,555,1685465.715055768,5464496.675564937,-9999.0
556,556,1680421.774275746,5464526.40353851,-9999.0
557,557,1677519.246508332,5464547.426846097,-0.469464748
558,558,1678448.223609723,5464546.103620068,-9999.0
559,559,1678494.025547074,5464537.497062962,-9999.0
560,560,1679401.47413264,5464534.515895032,-0.692411713
561,561,1677511.441252506,5464537.743126795,-0.106799954
562,562,1680403.475504453,5464506.270913907,-9999.0
563,563,1676293.935053969,5464544.920533605,-9999.0
564,564,1677547.692046534,5464559.585638266,-0.444182099
565,565,1685504.035064646,5464441.954328753,-9999.0
566,566,1676271.378693989,5464524.836194237,-0.64234847
567,567,1679372.828356637,5464487.278280973,-0.571599951
568,568,1680387.192683588,5464476.946093396,0.055024981
569,569,1685147.715082034,5464434.85822568,-9999.0
570,570,1679385.525301334,5464478.525460802,-9999.0
571,571,1685526.516723549,5464404.105312439,-9999.0
572,572,1676262.670302114,5464484.993208792,-9999.0
573,573,1679377.423674363,5464438.255302717,-9999.0
574,574,1685534.064408093,5464369.007424499,-9999.0
575,575,1676253.21888112,5464462.209649335,-9999.0
576,576,1684532.349886812,5464370.028495293,-9999.0
577,577,1684560.649464886,5464374.124634312,-9999.0
578,578,1685120.162588064,5464364.524345824,-9999.0
579,579,1680291.947214336,5464408.174626197,-0.427124964
580,580,1679354.424997201,5464408.584153523,-9999.0
581,581,1684504.006406609,5464358.393415261,-0.694079996
582,582,1684598.433509464,5464352.581262825,-9999.0
583,583,1685545.170301779,5464348.931525128,-9999.0
584,584,1676242.014303108,5464432.605743301,-9999.0
585,585,1684493.821343969,5464341.775106544,-0.393216186
586,586,1684615.23264438,5464339.745682016,-9999.0
587,587,1676235.105198533,5464418.523654877,-9999.0
588,588,1680148.008011533,5464379.825581864,-0.714789468
589,589,1680309.124320182,5464382.125606803,-9999.0
590,590,1684486.155603031,5464331.934711747,-0.834166606
591,591,1684622.676453135,5464329.686692607,-9999.0
592,592,1677781.926373509,5464395.46820659,-9999.0
593,593,1678471.112035814,5464388.675878148,-9999.0
594,594,1680136.635855661,5464369.929366023,-0.629672752
595,595,1684615.075833494,5464319.888205791,-9999.0
596,596,1685554.383282248,5464311.683966923,-9999.0
597,597,1676235.100994216,5464403.982101652,-0.751714313
598,598,1677796.937929576,5464385.336304264,-9999.0
599,599,1678492.322272467,5464377.945585638,-9999.0
600,600,1680125.11501039,5464360.128774892,-0.836842101
601,601,1684653.061711985,5464317.023319216,-0.719311084
602,602,1679369.003912423,5464358.561120742,-9999.0
603,603,1684354.004008421,5464302.854099974,-9999.0
604,604,1676239.675714196,5464381.702623366,-9999.0
605,605,1679313.543499538,5464377.293475737,-9999.0
606,606,1680114.910461684,5464347.353134231,-0.852333357
607,607,1684308.538430413,5464293.402276369,-9999.0
608,608,1685571.012807315,5464292.140765613,-9999.0
609,609,1684274.410754417,5464283.820229933,-9999.0
610,610,1685581.827039192,5464273.704767546,-9999.0
611,611,1678473.555390329,5464338.630075447,-9999.0
612,612,1684697.630344463,5464273.97036328,-9999.0
613,613,1684138.129209394,5464265.434453707,-9999.0
614,614,1684750.013374152,5464258.853872193,-9999.0
615,615,1680089.937655111,5464297.438317955,-9999.0
616,616,1684130.166334737,5464257.695003407,-9999.0
617,617,1684219.281390649,5464266.800854192,-0.914878057
618,618,1684793.21693591,5464258.056765361,-9999.0
619,619,1684095.533399536,5464246.798072936,-9999.0
620,620,1684802.75440675,5464237.790180554,-9999.0
621,621,1685573.932803981,5464242.14704189,-9999.0
622,622,1685657.146757103,5464227.218696184,-9999.0
623,623,1676236.639047048,5464338.511314851,-0.936285666
624,624,1679390.925730766,5464288.512491868,-9999.0
625,625,1684795.336609549,5464217.881745744,-0.622388871
626,626,1685601.744285075,5464213.975395476,-0.873249955
627,627,1676256.108840124,5464309.027535681,-0.741068459
628,628,1680096.333278392,5464280.414070342,-0.883999944
629,629,1684055.415264396,5464225.025681807,-9999.0
630,630,1677826.010921949,5464275.324708243,-9999.0
631,631,1684023.998639119,5464206.992738726,-9999.0
632,632,1684825.660716612,5464197.823648249,-9999.0
633,633,1685671.397342075,5464202.580230155,-9999.0
634,634,1676286.282280435,5464285.162756476,-0.722918341
635,635,1680100.985395606,5464240.918287952,-9999.0
636,636,1684860.038834888,5464188.48327431,-9999.0
637,637,1685701.924937566,5464177.558898996,-9999.0
638,638,1680055.676676548,5464231.234090342,-0.86499995
639,639,1683971.992165836,5464187.663001799,-9999.0
640,640,1684889.817378477,5464177.372438191,-9999.0
641,641,1678029.770543725,5464243.245758022,-9999.0
642,642,1678331.743876367,5464248.772179865,-9999.0
643,643,1680048.864731455,5464220.845129755,-9999.0
644,644,1684900.907155687,5464168.10538164,-9999.0
645,645,1697162.813970762,5464049.390896821,0.351445556
646,646,1680043.05754319,5464209.551576116,-9999.0
647,647,1684923.111161939,5464156.748335657,-9999.0
648,648,1685730.756038473,5464155.848137689,-9999.0
649,649,1676313.524167622,5464260.60684709,-0.789493503
650,650,1684931.035472092,5464148.612173758,-9999.0
651,651,1685739.251920955,5464137.23025776,-9999.0
652,652,1684946.129574437,5464138.856117896,-9999.0
653,653,1685772.600094737,5464132.087284015,-9999.0
654,654,1684972.296192742,5464126.492300295,-9999.0
655,655,1685049.131251665,5464125.299339794,-9999.0
656,656,1685066.324567814,5464125.100429684,-0.775999955
657,657,1685810.823845797,5464116.4485048,-9999.0
658,658,1680024.791834655,5464171.731361058,-9999.0
659,659,1676338.319615744,5464220.906029632,-0.64928263
660,660,1680009.658944405,5464162.538822059,-9999.0
661,661,1685024.522901213,5464105.637298015,-0.891999955
662,662,1685043.133835429,5464106.526246542,-0.644127622
663,663,1676351.236032655,5464190.852787352,-0.581085707
664,664,1679994.341483936,5464152.116421005,-9999.0
665,665,1697146.353031987,5463958.655286813,-0.85471424
666,666,1677779.195185166,5464170.32846061,-9999.0
667,667,1676372.274973207,5464178.666618102,-0.513749979
668,668,1679963.89129694,5464132.501356583,-9999.0
669,669,1679956.224550626,5464122.611581421,-9999.0
670,670,1685823.32929064,5464081.433747041,-0.969999939
671,671,1676406.705256601,5464161.82416951,-0.825693887
672,672,1676434.67704576,5464143.289147513,-9999.0
673,673,1676448.998408704,5464140.003908945,-9999.0
674,674,1676471.80494647,5464139.939008881,-9999.0
675,675,1676460.559243947,5464130.075817528,0.000173908
676,676,1679502.253614971,5464097.819823574,-9999.0
677,677,1679929.445306301,5464092.98329539,-0.816750015
678,678,1685810.671816119,5464038.658024243,-9999.0
679,679,1679918.55064609,5464083.128575119,-0.518318156
680,680,1676467.385207141,5464104.372059675,-9999.0
681,681,1679471.697216606,5464068.230763886,-9999.0
682,682,1679637.940633301,5464065.981171112,-9999.0
683,683,1679917.782723979,5464063.190607931,-0.782714282
684,684,1680174.612048681,5464060.598788545,-9999.0
685,685,1677173.894108114,5464082.737335584,-9999.0
686,686,1679910.116109753,5464053.300785556,-0.362000002
687,687,1679521.238741846,5464055.386082486,-9999.0
688,688,1679864.972815486,5464040.81360576,-9999.0
689,689,1676470.207696902,5464072.355721866,-0.841000011
690,690,1679826.65092592,5464024.28806757,-9999.0
691,691,1697043.928855537,5463903.320404897,-0.596496284
692,692,1679813.981778616,5464017.776851721,-9999.0
693,693,1685820.020727964,5463964.666438716,-9999.0
694,694,1696978.209355363,5463812.406327803,-0.976666649
695,695,1676365.256361295,5464037.680272524,-9999.0
696,696,1676455.671182207,5464039.956271153,-0.490299986
697,697,1696959.074970517,5463792.498543753,-0.95023078
698,698,1679455.610792404,5463978.646348028,-9999.0
699,699,1679635.077070426,5463994.974737259,-9999.0
700,700,1679773.331227183,5463993.596705912,-0.555269816
701,701,1696936.394936536,5463775.073814804,-0.841000017
702,702,1677080.675024736,5463999.808467758,-9999.0
703,703,1685825.161067292,5463903.088516152,-9999.0
704,704,1676324.03048964,5464005.756494597,-0.765599983
705,705,1679742.807838958,5463960.372481841,-0.696999967
706,706,1676304.23800735,5463986.666119583,-0.641785172
707,707,1676289.289895693,5463971.077222999,-0.311380019
708,708,1679749.544401634,5463935.366515914,-9999.0
709,709,1693210.950943643,5463777.214032541,-9999.0
710,710,1693381.565095711,5463775.425349384,-9999.0
711,711,1696912.882859105,5463750.248014213,-0.85284732
712,712,1676303.355310659,5463962.174537218,-9999.0
713,713,1685841.841064043,5463859.518883039,-9999.0
714,714,1679742.399537188,5463922.73084608,-9999.0
715,715,1676265.631954018,5463942.238671386,-0.370999984
716,716,1679635.927372471,5463911.137570676,-9999.0
717,717,1679719.538742221,5463905.772497267,-0.348400031
718,718,1679727.138975218,5463895.512392703,-9999.0
719,719,1685849.076043055,5463831.760903826,-9999.0
720,720,1696846.281992531,5463698.703992726,-9999.0
721,721,1676244.295343086,5463919.625983901,-0.458547503
722,722,1685848.668454824,5463796.858842473,-9999.0
723,723,1696754.508389893,5463657.883317521,-9999.0
724,724,1679669.762932692,5463846.47318048,0.219416662
725,725,1679693.923028655,5463868.449238994,-9999.0
726,726,1685855.877102322,5463766.854543925,-9999.0
727,727,1683625.330598637,5463770.969609393,-9999.0
728,728,1685848.094064708,5463741.846159738,-9999.0
729,729,1694531.703127128,5463610.743174098,-9999.0
730,730,1679626.983780052,5463781.541430396,-9999.0
731,731,1685825.253879917,5463706.958510402,-9999.0
732,732,1694539.432688304,5463600.260979392,-9999.0
733,733,1696706.425487387,5463606.534858254,-0.535390197
734,734,1676213.539545474,5463844.856460993,-0.660843577
735,735,1696677.032241476,5463563.763881606,-0.907826048
736,736,1695377.810740299,5463569.892404407,-9999.0
737,737,1678410.142706271,5463760.489791916,-9999.0
738,738,1694999.654574027,5463554.841832549,-9999.0
739,739,1677571.006551159,5463749.446332582,-9999.0
740,740,1679538.753333385,5463734.697227294,-9999.0
741,741,1695007.383420811,5463544.359132625,-9999.0
742,742,1676190.141989649,5463768.121780743,-0.712761181
743,743,1695596.473112132,5463527.156960257,-9999.0
744,744,1685826.515414787,5463668.403674044,-0.884833281
745,745,1695248.679195508,5463521.698059826,-9999.0
746,746,1695467.858810191,5463518.854717299,-9999.0
747,747,1696662.014114162,5463526.40300986,-0.949999958
748,748,1677971.256234473,5463715.292563676,-9999.0
749,749,1678512.196824382,5463709.911533779,-9999.0
750,750,1693291.053172746,5463536.830082987,-9999.0
751,751,1677408.647438979,5463711.642078453,-9999.0
752,752,1683639.01967426,5463654.905169101,-9999.0
753,753,1676172.383678859,5463709.015792848,-9999.0
754,754,1694031.344686179,5463497.476378563,-9999.0
755,755,1695358.406853399,5463486.898102905,-9999.0
756,756,1676584.532895525,5463690.354971745,-9999.0
757,757,1696652.342561682,5463453.69071227,-9999.0
758,758,1695414.17673216,5463459.709227194,-9999.0
759,759,1678484.443981946,5463640.01949763,-9999.0
760,760,1696641.082528084,5463449.64165483,-0.720211729
761,761,1694854.509393313,5463437.031504695,-9999.0
762,762,1685851.379822155,5463578.52901317,-9999.0
763,763,1694663.024539405,5463432.596010854,-9999.0
764,764,1694725.897893078,5463428.716321683,-9999.0
765,765,1694865.461267344,5463426.130747242,-9999.0
766,766,1676163.288405366,5463657.522962588,-0.445602117
767,767,1685846.91707045,5463528.183020716,-9999.0
768,768,1675846.523482494,5463627.614462908,-0.867916649
769,769,1694831.749752368,5463406.99491304,-9999.0
770,770,1676156.286600293,5463614.438701644,-9999.0
771,771,1685894.416533872,5463507.096501254,-9999.0
772,772,1694815.816861881,5463410.593202904,-9999.0
773,773,1695405.712843687,5463390.002840165,-9999.0
774,774,1675829.14446255,5463610.600675371,-9999.0
775,775,1676148.625589094,5463604.545028776,-0.419545417
776,776,1694861.128746677,5463391.289980178,-9999.0
777,777,1678513.929468066,5463569.892795946,-9999.0
778,778,1685936.364691401,5463487.762850489,-9999.0
779,779,1685957.120707815,5463486.944994867,-9999.0
780,780,1695124.081157234,5463378.37251293,-9999.0
781,781,1694914.07060994,5463366.446546637,-9999.0
782,782,1694984.554062242,5463369.613864854,-9999.0
783,783,1696629.830949782,5463343.886317987,-9999.0
784,784,1675815.881205592,5463588.038464765,-0.664327268
785,785,1686027.474401608,5463468.912185303,-9999.0
786,786,1686131.867965547,5463464.628942891,-9999.0
787,787,1686056.787821288,5463456.031906957,-9999.0
788,788,1695321.930606062,5463341.221090539,-9999.0
789,789,1695344.60380516,5463340.927019245,-9999.0
790,790,1675808.015002345,5463558.200497109,-0.653754353
791,791,1677255.709233833,5463543.708698791,-9999.0
792,792,1678041.705093264,5463535.405731406,-9999.0
793,793,1695102.62733855,5463334.088103575,-9999.0
794,794,1675800.354524488,5463548.306467639,-0.252776105
795,795,1675807.809316644,5463538.256559074,-9999.0
796,796,1675739.652541723,5463508.807833514,-9999.0
797,797,1694951.268913026,5463289.393685087,-9999.0
798,798,1696604.972323721,5463284.47090524,-9999.0
799,799,1675724.680009709,5463499.920850842,-0.79736954
800,800,1676857.751962455,5463487.665545601,-9999.0
801,801,1686067.507401121,5463390.684974548,-0.139320957
802,802,1686048.136184348,5463375.311251648,0.664232572
803,803,1675794.65824896,5463484.279651538,-9999.0
804,804,1678028.966671044,5463455.379550711,-9999.0
805,805,1686058.647015759,5463364.967035318,-9999.0
806,806,1675716.730317838,5463473.906316405,-0.45165777
807,807,1675780.045031385,5463465.400594949,-9999.0
808,808,1686243.829470206,5463343.635414829,-9999.0
809,809,1696050.374544311,5463222.403242811,-9999.0
810,810,1675701.12961892,5463454.585268945,-0.420340564
811,811,1675794.853373592,5463454.616715354,-9999.0
812,812,1677439.161003711,5463431.697792287,-9999.0
813,813,1683666.072949243,5463375.344951245,-9999.0
814,814,1686030.390381982,5463338.452135398,0.72376121
815,815,1675693.418045231,5463439.705141535,-0.591571437
816,816,1677017.193035555,5463426.689029686,-9999.0
817,817,1694511.800437909,5463226.806582863,-9999.0
818,818,1695705.392521813,5463210.791792405,-9999.0
819,819,1675701.023287345,5463429.449264842,-9999.0
820,820,1695752.262718375,5463196.525841817,-9999.0
821,821,1675678.097659933,5463419.916839813,-0.632814784
822,822,1686050.85266023,5463310.785792529,-9999.0
823,823,1675663.318175682,5463409.032302878,-0.216725801
824,824,1686036.094862971,5463295.777443421,-9999.0
825,825,1694930.540195523,5463191.79742648,-9999.0
826,826,1675674.113577282,5463400.011800698,-9999.0
827,827,1675636.223558464,5463390.428772308,-0.47922221
828,828,1683678.521666527,5463290.731054473,-0.715142808
829,829,1695266.275926365,5463156.653989363,-9999.0
830,830,1696571.02508437,5463170.237247402,0.135354248
831,831,1694911.451931288,5463151.840575181,-9999.0
832,832,1695147.204117771,5463140.620586887,-9999.0
