OID,FID_,X,Y,BCE_Peloro
6655,6655,1682694.858720542,5449581.074681198,-0.104075943
6656,6656,1683124.838899174,5449576.191369497,-0.679999951
6657,6657,1685829.264469299,5449555.28832279,-0.661598328
6658,6658,1682679.668122735,5449571.260900849,-0.157514276
6659,6659,1683683.047518052,5449569.829554214,-0.344905809
6660,6660,1663536.855483051,5449758.219740863,-0.924577029
6661,6661,1664669.197474511,5449738.27097918,-9999.0
6662,6662,1674562.976823651,5449648.430752921,-0.333499976
6663,6663,1674582.529075711,5449655.484843913,-9999.0
6664,6664,1681027.56544558,5449579.76623207,-9999.0
6665,6665,1682672.012121214,5449561.373906842,0.728493671
6666,6666,1683137.898168962,5449563.576141451,0.109087741
6667,6667,1685860.409505175,5449531.30932707,-0.678333282
6668,6668,1674540.290922182,5449638.629989979,-0.739130404
6669,6669,1682665.783035729,5449573.137723778,-0.032606996
6670,6670,1683147.129067606,5449546.017637161,-0.50804077
6671,6671,1687279.882872137,5449509.478380293,0.637225819
6672,6672,1687318.602462699,5449498.161690056,1.241522739
6673,6673,1663526.934389572,5449732.661319993,-0.631174992
6674,6674,1674525.947058254,5449626.977301531,0.097181821
6675,6675,1685879.672203283,5449511.967224251,-0.599021243
6676,6676,1663270.223577584,5449724.707794133,0.103415096
6677,6677,1663300.704562598,5449724.853252968,-0.033615382
6678,6678,1663519.30458376,5449722.75466382,-0.360591546
6679,6679,1682624.958933769,5449542.810289685,-0.300359154
6680,6680,1683173.304037342,5449525.773181203,-0.628193505
6681,6681,1683207.248921008,5449525.38730473,-9999.0
6682,6682,1685892.668214082,5449494.360893654,-0.641636319
6683,6683,1687374.934881397,5449477.162137927,-0.058961012
6684,6684,1687393.793225946,5449477.311560691,0.15714288
6685,6685,1674517.275116991,5449609.059911593,-0.106979596
6686,6686,1683183.596248708,5449531.805093379,-0.566771904
6687,6687,1685900.094475664,5449484.300121762,-0.521097998
6688,6688,1666370.532659674,5449676.972328845,-0.182716663
6689,6689,1674477.830001282,5449598.246096076,-0.536513252
6690,6690,1682592.24435316,5449512.407174559,-0.733367343
6691,6691,1683210.793793105,5449505.39998283,-0.498039198
6692,6692,1687537.703553463,5449454.549315583,-0.666150495
6693,6693,1666344.084869894,5449667.696935802,-0.929061187
6694,6694,1681018.853298065,5449550.408110867,-0.535686363
6695,6695,1683602.750605169,5449523.103490815,-0.487209851
6696,6696,1685926.692507898,5449467.687704472,-0.712263132
6697,6697,1663364.322742621,5449684.206665615,-0.088966669
6698,6698,1674452.312976448,5449585.769387145,-0.29818089
6699,6699,1674464.167841573,5449579.680856896,-9999.0
6700,6700,1682573.168023014,5449497.706728522,-0.588186406
6701,6701,1683247.973123922,5449492.18601549,0.273205198
6702,6702,1663317.496819528,5449678.921049416,0.003966099
6703,6703,1663349.571508671,5449673.695985364,0.00954902
6704,6704,1664203.096265088,5449663.331668147,-0.25041666
6705,6705,1666347.570099402,5449647.795417099,-0.77036363
6706,6706,1682709.112217049,5449480.749423741,-9999.0
6707,6707,1685944.885847548,5449443.879785997,-9999.0
6708,6708,1678280.38126501,5449524.324581262,-9999.0
6709,6709,1682548.504880397,5449480.486872978,-0.861090873
6710,6710,1683292.134396758,5449471.229600781,-0.862399977
6711,6711,1683368.744421211,5449463.359208756,-9999.0
6712,6712,1663198.113971651,5449655.725256516,0.742306671
6713,6713,1664167.644168148,5449647.166963672,-9999.0
6714,6714,1674456.370955147,5449554.827168734,-9999.0
6715,6715,1682531.166684984,5449465.49511712,-0.641456492
6716,6716,1683111.313342304,5449459.872756227,-0.449374966
6717,6717,1683304.517282282,5449454.466129867,-0.815387068
6718,6718,1685954.259612731,5449427.955344426,-0.349154733
6719,6719,1687714.044542518,5449406.011440789,0.04093596
6720,6720,1664145.794637964,5449634.726278701,-9999.0
6721,6721,1674448.675569749,5449539.945642867,-0.835421023
6722,6722,1683338.536148413,5449455.011686937,-0.643090903
6723,6723,1683462.885162482,5449470.976208825,-0.516146334
6724,6724,1663360.119451947,5449634.378664104,0.024049998
6725,6725,1663429.182937792,5449818.342526106,-0.616977803
6726,6726,1678388.091815653,5449504.21966205,-0.844931358
6727,6727,1663401.563578621,5449629.033278912,-0.164383361
6728,6728,1666331.310390549,5449613.85066554,-0.669615962
6729,6729,1678408.642428138,5449478.641188248,-0.353800007
6730,6730,1681003.555654629,5449455.364175597,-0.541089539
6731,6731,1663245.739948267,5449629.454478894,0.239290263
6732,6732,1663299.687998273,5449624.928758845,0.085563642
6733,6733,1680992.075297138,5449440.531096417,-0.199183648
6734,6734,1681011.785703857,5449486.29084214,-0.646035339
6735,6735,1682511.905931312,5449423.697621909,-0.584025977
6736,6736,1663397.507014823,5449604.238706963,-0.496304364
6737,6737,1664363.108860875,5449589.184658092,-9999.0
6738,6738,1666360.019321286,5449616.247783792,-0.002335555
6739,6739,1682499.969899142,5449432.672112294,-0.912499987
6740,6740,1683185.615679167,5449408.904147876,-0.991999984
6741,6741,1687547.400253532,5449355.649034436,-9999.0
6742,6742,1682502.857582617,5449405.258923895,-0.583769208
6743,6743,1663331.194623333,5449612.28397388,0.106410189
6744,6744,1664020.187899251,5449578.52179919,-9999.0
6745,6745,1674434.447710579,5449499.244928668,-0.446884947
6746,6746,1680996.15567646,5449417.093055776,-0.822416613
6747,6747,1682495.473934202,5449395.103882185,-0.321906953
6748,6748,1680971.922416201,5449406.348228588,-0.489773311
6749,6749,1663965.49791221,5449555.559400571,-9999.0
6750,6750,1674413.970657989,5449465.499559856,-0.50275457
6751,6751,1678389.143519365,5449419.010040942,-0.62696906
6752,6752,1680954.451883646,5449390.748483676,-0.381615388
6753,6753,1680980.216806356,5449391.524039441,-9999.0
6754,6754,1682594.448457187,5449373.48235437,-9999.0
6755,6755,1682470.946714937,5449371.283949221,-0.435137207
6756,6756,1682579.475963814,5449362.628661628,-9999.0
6757,6757,1663943.800949302,5449534.647988892,-9999.0
6758,6758,1678384.828488665,5449399.565055395,-0.440285703
6759,6759,1678373.360561727,5449391.64839326,-0.668615387
6760,6760,1685952.425486294,5449335.487098581,-0.235276665
6761,6761,1663947.570216863,5449524.553540344,-9999.0
6762,6762,1680919.670909828,5449351.241416993,-0.091203101
6763,6763,1682451.472643613,5449345.483022909,-0.693230723
6764,6764,1663928.536818404,5449504.778929646,-9999.0
6765,6765,1678361.634984372,5449370.245847821,-0.685762676
6766,6766,1680940.973979755,5449360.689417808,-0.541974415
6767,6767,1685943.011919278,5449284.324059536,-0.74389995
6768,6768,1666323.397448221,5449477.745330983,-9999.0
6769,6769,1666374.385381268,5449484.568778021,-0.323067257
6770,6770,1678349.932586703,5449359.991225675,-0.730571436
6771,6771,1680919.20201943,5449331.629572593,-0.858181788
6772,6772,1682427.270680496,5449324.856905269,-0.652444395
6773,6773,1666315.770658029,5449468.570305662,-0.705299957
6774,6774,1666343.763825842,5449471.154550877,-0.582570105
6775,6775,1680907.777150782,5449321.78247261,-0.679333311
6776,6776,1666161.048707015,5449459.997842698,-0.823599973
6777,6777,1666250.272111353,5449463.021545583,-0.622913539
6778,6778,1674408.455162676,5449400.01742941,-0.603609729
6779,6779,1678331.645820594,5449339.942213257,-0.844238051
6780,6780,1666081.45035293,5449450.900209797,-0.884181792
6781,6781,1666179.527698329,5449452.21347033,-0.944666604
6782,6782,1680896.549097843,5449304.147955454,-0.483555515
6783,6783,1682400.437719602,5449297.336639421,-0.811777731
6784,6784,1682409.936225562,5449287.813705899,-0.364999989
6785,6785,1682552.052955862,5449293.444009546,-9999.0
6786,6786,1685960.300941453,5449251.71419344,-0.68834778
6787,6787,1666036.402591619,5449440.448998794,-9999.0
6788,6788,1666054.545790405,5449448.316885286,-0.442709274
6789,6789,1674412.905888002,5449360.791673375,-0.696249984
6790,6790,1685972.048494107,5449234.11491479,-9999.0
6791,6791,1666006.044356382,5449431.664767711,-9999.0
6792,6792,1680881.105224791,5449281.947281807,-9999.0
6793,6793,1682395.385952276,5449267.616871636,0.049384605
6794,6794,1682536.685637319,5449268.683638305,-0.682171379
6795,6795,1687560.292006201,5449205.308591232,-9999.0
6796,6796,1663918.425892022,5449452.76511345,-0.987999976
6797,6797,1674424.068266904,5449345.718342664,-0.773199996
6798,6798,1680873.353421693,5449272.198416115,-9999.0
6799,6799,1680845.977486621,5449258.232673706,-0.611000001
6800,6800,1680861.990202874,5449262.362207869,-0.92263633
6801,6801,1682525.146156798,5449248.866816217,-0.572679198
6802,6802,1685972.247014065,5449204.19174849,-9999.0
6803,6803,1663927.841438239,5449424.996933971,-0.881904718
6804,6804,1674451.50664832,5449325.984683299,-0.80448609
6805,6805,1678260.911135222,5449281.727889284,-9999.0
6806,6806,1680850.432900766,5449252.602295109,-0.878222194
6807,6807,1680838.729211468,5449243.591063743,-0.633634119
6808,6808,1682509.779018675,5449224.10639073,-0.502666645
6809,6809,1685981.181810496,5449189.16888223,-9999.0
6810,6810,1680826.763488102,5449232.862136753,-0.556470549
6811,6811,1674523.640965367,5449289.852254838,-9999.0
6812,6812,1678240.239947679,5449251.056878949,-0.750044426
6813,6813,1682509.00411846,5449204.168153733,-9999.0
6814,6814,1686021.244504986,5449169.76323472,-0.491254191
6815,6815,1687901.598372548,5449140.23749083,0.889067042
6816,6816,1674494.326198335,5449296.92432236,-0.459201451
6817,6817,1678134.38211313,5449242.419183181,-9999.0
6818,6818,1678187.332741493,5449241.649048397,-9999.0
6819,6819,1682353.13947054,5449232.397986031,-0.239674164
6820,6820,1687883.804634825,5449131.614460092,0.871226666
6821,6821,1678160.87919268,5449236.945003408,-0.804680012
6822,6822,1682486.708613331,5449185.201406591,-9999.0
6823,6823,1686085.466400712,5449161.15580372,-0.975999951
6824,6824,1686141.260586652,5449142.362319695,-9999.0
6825,6825,1687635.999809589,5449126.673337825,-9999.0
6826,6826,1687834.646837818,5449121.502157104,0.555479995
6827,6827,1687849.591737762,5449122.256153489,1.414519216
6828,6828,1687872.370413519,5449121.778100752,0.398585713
6829,6829,1687898.770793331,5449121.461005908,-0.366557818
6830,6830,1674521.319226846,5449264.946769328,-0.48281859
6831,6831,1682335.729292738,5449176.199488113,0.585813354
6832,6832,1687883.565088959,5449111.669967624,-0.66244001
6833,6833,1687909.003755759,5449112.354492704,-0.703119994
6834,6834,1674543.783653629,5449249.02538498,-9999.0
6835,6835,1678119.119115466,5449211.728764028,-9999.0
6836,6836,1678140.683232691,5449218.903732692,-0.607010046
6837,6837,1682319.17591582,5449176.667546019,0.205842607
6838,6838,1686159.883136728,5449122.195816795,-9999.0
6839,6839,1687898.5312059,5449101.516512984,-0.373351358
6840,6840,1663940.795429392,5449358.392210448,-0.85999997
6841,6841,1682450.354089538,5449153.173758289,-9999.0
6842,6842,1674566.244445302,5449232.318974312,-9999.0
6843,6843,1678111.221042626,5449199.672920201,-0.631737678
6844,6844,1680782.223893204,5449181.031141886,-0.656438774
6845,6845,1682297.708958628,5449149.446874984,-9999.0
6846,6846,1686188.271040344,5449104.693201217,-9999.0
6847,6847,1687834.176759789,5449082.34193883,-0.655349994
6848,6848,1665035.723333016,5449310.518688829,-0.948666619
6849,6849,1665074.026031154,5449315.884871045,-0.90809258
6850,6850,1665276.268149313,5449316.295869127,-0.839458329
6851,6851,1678086.796689965,5449184.424703865,-0.71098719
6852,6852,1680739.283601438,5449149.868273143,-0.251333271
6853,6853,1682304.326258068,5449138.285026317,-0.404065141
6854,6854,1682445.010404581,5449135.206777439,-9999.0
6855,6855,1686219.874125841,5449091.568306259,-9999.0
6856,6856,1664977.138609352,5449303.925241127,-0.545264682
6857,6857,1665202.109596778,5449305.102736169,-0.76122496
6858,6858,1678058.358102024,5449173.212700676,-0.82408513
6859,6859,1680758.154022706,5449154.574931694,-0.605597802
6860,6860,1682274.675243288,5449127.223369116,-9999.0
6861,6861,1683515.432250232,5449113.077439735,-0.206217689
6862,6862,1686341.045248596,5449084.068539746,-9999.0
6863,6863,1664858.289916805,5449292.14769355,-9999.0
6864,6864,1665312.62239902,5449288.145373074,-9999.0
6865,6865,1674588.390051236,5449199.63810065,-9999.0
6866,6866,1680734.864535516,5449133.823360119,-0.54330934
6867,6867,1682289.472822443,5449126.107655039,-0.638519186
6868,6868,1686268.431917374,5449080.115592027,-9999.0
6869,6869,1686313.898589699,5449070.545826732,-0.947999954
6870,6870,1686389.354080726,5449069.622017473,-9999.0
6871,6871,1664850.658722757,5449282.242403327,-0.861869566
6872,6872,1664911.999568714,5449291.289094428,-0.51973401
6873,6873,1674562.950105374,5449196.922512566,-0.589929196
6874,6874,1678039.28822141,5449153.469448267,-0.37329768
6875,6875,1680708.355324345,5449120.490275519,-0.258999993
6876,6876,1682278.859724011,5449111.707235093,-9999.0
6877,6877,1683370.713912904,5449090.965670235,-9999.0
6878,6878,1686242.150234955,5449061.384917952,-0.542277731
6879,6879,1686279.657900614,5449063.212166348,-0.650749959
6880,6880,1686434.493609063,5449059.115314938,-9999.0
6881,6881,1678012.631886046,5449143.984897328,-9999.0
6882,6882,1680728.212809162,5449115.0526006,-9999.0
6883,6883,1682423.376136916,5449095.050644347,-9999.0
6884,6884,1683502.979826227,5449083.946352306,-0.157327265
6885,6885,1664827.853612029,5449262.498628905,-0.185766237
6886,6886,1665328.918481647,5449267.753070298,-0.825927236
6887,6887,1674579.224518338,5449173.596623472,-0.651532093
6888,6888,1680705.474277629,5449105.330011229,-0.934999961
6889,6889,1686460.716924863,5449043.845054626,-0.73454541
6890,6890,1663926.116835313,5449282.53259073,-0.90430357
6891,6891,1664810.859745726,5449260.157136457,-0.606911739
6892,6892,1665359.530857004,5449247.795940264,-0.925999949
6893,6893,1682255.142862321,5449082.666198191,-9999.0
6894,6894,1683356.187466393,5449070.440945402,-0.795692265
6895,6895,1687763.995526296,5449023.959586478,-0.606994691
6896,6896,1665370.803832851,5449237.795603268,-0.931571433
6897,6897,1665393.384225294,5449237.52053561,-9999.0
6898,6898,1686519.641944639,5449027.31904349,-9999.0
6899,6899,1687874.36938667,5449002.292552848,-0.328140844
6900,6900,1663941.358803593,5449245.366623145,-9999.0
6901,6901,1665404.60923712,5449227.447264398,-9999.0
6902,6902,1674588.31298263,5449139.074193967,-0.197121233
6903,6903,1683345.269552423,5449044.883422149,-9999.0
6904,6904,1686568.323877396,5449007.410929222,-9999.0
6905,6905,1687667.174411267,5449237.356306903,-0.294226671
6906,6906,1663952.542201952,5449230.309534994,-0.7153043
6907,6907,1664744.574164461,5449228.330737452,-0.882359934
6908,6908,1664783.521886821,5449235.988822489,-0.498592214
6909,6909,1665419.605590204,5449217.340261186,-9999.0
6910,6910,1674601.072238512,5449147.730713277,-0.939400014
6911,6911,1664725.584979547,5449213.539348016,-0.70099995
6912,6912,1680610.13315789,5449051.069264891,-9999.0
6913,6913,1682039.839590309,5449040.098876499,-9999.0
6914,6914,1682380.843825612,5449034.334234542,-9999.0
6915,6915,1686573.398051228,5448988.036743417,-0.565722172
6916,6916,1686603.382135612,5448987.302850786,-9999.0
6917,6917,1665430.78594884,5449202.28088456,-0.801428527
6918,6918,1674572.648287596,5449109.715539485,-0.672051278
6919,6919,1680599.417532006,5449042.770459795,-9999.0
6920,6920,1686620.8599881,5448976.718674104,-9999.0
6921,6921,1664680.152288261,5449193.995246008,-0.802999969
6922,6922,1664702.006030431,5449201.004703746,-0.582380149
6923,6923,1674564.895440328,5449099.940833699,-0.414961506
6924,6924,1680584.251775622,5449031.704714067,-9999.0
6925,6925,1686610.688854892,5448967.26909056,-0.604999955
6926,6926,1680568.820220536,5449026.142832637,-0.905999959
6927,6927,1683482.714352392,5449046.822606976,-0.527780041
6928,6928,1663964.430411412,5449184.90399373,-9999.0
6929,6929,1664653.576570904,5449174.284273474,-0.794965471
6930,6930,1665458.189858258,5449173.779105464,-0.933333298
6931,6931,1674534.649247583,5449080.103528754,-0.888666625
6932,6932,1680549.990281664,5449016.460672885,-0.443023055
6933,6933,1686625.538297199,5448947.146018355,-0.516656206
6934,6934,1664631.410402535,5449164.507176255,-9999.0
6935,6935,1664645.945776483,5449164.378772583,-0.533599962
6936,6936,1665476.148785972,5449152.269196542,-0.778049984
6937,6937,1664623.141588982,5449144.63436721,-0.366870135
6938,6938,1674526.673867716,5449050.464139708,-0.637166619
6939,6939,1666210.778595824,5449120.118271078,-0.845999959
6940,6940,1674496.819093141,5449036.976490882,-0.863199961
6941,6941,1683533.101524423,5448943.210735342,-0.364304363
6942,6942,1663952.429582001,5449130.754944305,-9999.0
6943,6943,1664600.337524412,5449124.889891579,-0.649159955
6944,6944,1665490.413741906,5449121.963872322,-9999.0
6945,6945,1666093.220063026,5449115.022443868,-0.806266661
6946,6946,1666131.494184567,5449111.795945609,-9999.0
6947,6947,1666176.749618247,5449110.802135893,-9999.0
6948,6948,1666229.541421653,5449117.691178874,-0.254682362
6949,6949,1666078.036152378,5449103.454542949,-0.311813956
6950,6950,1680546.349303278,5448978.501790243,-0.424834855
6951,6951,1665497.733223507,5449096.965984024,-9999.0
6952,6952,1674496.096976915,5449010.88264299,-9999.0
6953,6953,1686623.991265125,5448894.015388361,-0.617891848
6954,6954,1664562.464937107,5449093.000199118,-0.263561151
6955,6955,1665490.145439839,5449076.862352097,-9999.0
6956,6956,1680532.489983943,5448943.330862152,-0.37697959
6957,6957,1680567.409036658,5448934.848042608,-9999.0
6958,6958,1663953.595185048,5449094.691809465,-0.832421024
6959,6959,1680552.633356253,5448926.76379345,-0.650483859
6960,6960,1687778.41821774,5448836.409131892,-9999.0
6961,6961,1687851.021912571,5449007.582797321,-0.312016545
6962,6962,1664547.011223164,5449065.522981524,-0.1317013
6963,6963,1674529.632584579,5448970.648235074,-9999.0
6964,6964,1680522.235239156,5448906.422693795,0.449119997
6965,6965,1680575.12131428,5448913.802649736,-9999.0
6966,6966,1683541.440162907,5448895.066010335,-0.220112165
6967,6967,1664535.609400791,5449055.650633312,-0.425542059
6968,6968,1683521.730385401,5448866.741839723,-0.786415784
6969,6969,1686628.788773388,5448839.392212403,-0.674095194
6970,6970,1687791.85659894,5448814.562665411,0.082312502
6971,6971,1665476.348245656,5449038.738290664,-9999.0
6972,6972,1674533.200719564,5448950.665448135,-0.706999952
6973,6973,1687785.100986101,5448804.165700737,0.045475412
6974,6974,1664524.669645263,5449035.801274071,0.120117631
6975,6975,1674548.184290785,5448940.539569861,-0.846307644
6976,6976,1680549.696478683,5448884.740738893,-0.821509917
6977,6977,1663953.906635787,5449035.992761942,-0.696888879
6978,6978,1674551.752357339,5448920.556773049,-0.669709677
6979,6979,1674570.458608622,5448920.570672526,-9999.0
6980,6980,1665488.768074784,5449013.294613677,-9999.0
6981,6981,1663965.622560134,5449000.818394679,-0.8614545
6982,6982,1666114.827952147,5448983.245970885,-0.498803567
6983,6983,1674577.398036632,5448900.348965711,-9999.0
6984,6984,1683486.295538627,5448821.64320467,-0.356836458
6985,6985,1663973.077872549,5448990.780306418,-0.897666623
6986,6986,1664516.137464641,5448986.011906644,-0.273575022
6987,6987,1666098.269709073,5449035.138907309,-0.589853461
6988,6988,1680528.58278864,5448843.18833926,-0.809163605
6989,6989,1686622.234721119,5448774.308682286,-9999.0
6990,6990,1664509.05702083,5448976.101413388,-0.765379285
6991,6991,1665504.115234454,5448967.260518841,-9999.0
6992,6992,1683477.935315005,5448789.404183768,-0.572499975
6993,6993,1686608.091835995,5448747.879725052,-9999.0
6994,6994,1687750.78800907,5448759.466047328,-0.238994163
6995,6995,1666062.719318914,5448952.265148407,-0.592759988
6996,6996,1683466.504488567,5448774.420806233,-0.703104445
6997,6997,1686600.431237883,5448737.9967623,-0.51104995
6998,6998,1663987.994810287,5448965.759103511,-0.905285665
6999,6999,1680509.77710672,5448802.567710471,-0.495213381
7000,7000,1687724.127258972,5448714.66824255,-0.211200015
7001,7001,1664500.700828439,5448946.25631956,-0.286225321
7002,7002,1682256.253342718,5448768.180602164,-9999.0
7003,7003,1683444.901083147,5448754.316533296,-0.779818156
7004,7004,1664493.070472882,5448936.35066086,0.170125013
7005,7005,1665506.384101555,5448938.737827264,-0.871333301
7006,7006,1682278.984024524,5448760.933398351,0.037569873
7007,7007,1665492.109293573,5448902.780847415,-9999.0
7008,7008,1680475.521583407,5448762.640864418,-0.7583529
7009,7009,1682242.451434589,5448743.394966386,-0.362199951
7010,7010,1682293.442879523,5448738.223275164,-0.697666624
7011,7011,1682308.195212566,5448740.416092302,-9999.0
7012,7012,1683417.459470746,5448725.1125295,-0.646823483
7013,7013,1680425.696140107,5448743.913248823,-9999.0
7014,7014,1682232.535974394,5448728.685793079,-0.224867878
7015,7015,1686592.730487881,5448678.246049982,-0.599999944
7016,7016,1686605.674779853,5448692.388398788,-9999.0
7017,7017,1663988.145522496,5448904.156187273,-9999.0
7018,7018,1680415.496896829,5448736.128765094,-0.656705881
7019,7019,1680438.721057862,5448739.296221446,-0.938399947
7020,7020,1682217.48651395,5448723.735679139,-0.650749954
7021,7021,1687681.237168182,5448672.094415789,-0.357244879
7022,7022,1674569.201604435,5448845.985119048,-0.553624631
7023,7023,1676673.624639818,5448768.975530704,-9999.0
7024,7024,1687659.20383408,5448645.598281814,-0.539644044
7025,7025,1663982.138219965,5448886.090002399,-9999.0
7026,7026,1676643.350450045,5448759.31944633,-0.93266662
7027,7027,1676702.977391217,5448762.683856945,-0.628325074
7028,7028,1682300.704595516,5448710.510311527,-0.206949103
7029,7029,1683405.197871339,5448690.34498276,-0.389657569
7030,7030,1680406.966694883,5448713.937543064,-0.828987339
7031,7031,1682164.847243604,5448689.419843574,-9999.0
7032,7032,1682292.518584211,5448687.984893848,-9999.0
7033,7033,1674561.440145622,5448760.886466043,-9999.0
7034,7034,1676439.496730475,5448741.505545426,-0.895728792
7035,7035,1676496.064724281,5448740.914323293,-0.803862946
7036,7036,1676529.41115143,5448747.277410083,-0.791573703
7037,7037,1676752.506315619,5448738.228537931,-9999.0
7038,7038,1682174.889576087,5448679.702569701,-0.294770803
7039,7039,1683393.600020986,5448665.543373318,-0.230159417
7040,7040,1676296.087157225,5448733.029227634,-9999.0
7041,7041,1676345.112682152,5448732.517788368,-0.899500092
7042,7042,1676390.367013505,5448732.04542407,-0.937199956
7043,7043,1676763.715283854,5448728.137642417,-9999.0
7044,7044,1683370.709216499,5448656.035270981,-0.834909044
7045,7045,1686609.838656524,5448636.430735744,-0.369898135
7046,7046,1687624.740381795,5448627.540300472,-0.260700302
7047,7047,1676756.162999548,5448718.361338913,-0.884142816
7048,7048,1682141.334094726,5448659.76342963,-0.232784577
7049,7049,1682155.838343908,5448667.831223004,0.204282743
7050,7050,1682273.714699379,5448670.940829839,-0.220799956
7051,7051,1687601.400720813,5448598.296007903,-0.473641011
7052,7052,1663982.085460622,5448831.207813051,-9999.0
7053,7053,1665507.051071034,5448864.759162458,-0.674213218
7054,7054,1674546.050532683,5448731.123613758,-0.609344797
7055,7055,1676265.709696763,5448713.399391615,-0.80690315
7056,7056,1682103.51018843,5448650.214521632,-9999.0
7057,7057,1682128.648511201,5448653.296520225,-0.190319642
7058,7058,1683347.854756973,5448636.348624771,-9999.0
7059,7059,1666058.300173639,5448802.306923572,-0.79628567
7060,7060,1676775.941684139,5448707.707418836,-0.76318835
7061,7061,1682088.305342374,5448639.6828035,-9999.0
7062,7062,1682247.065028616,5448641.732182559,-9999.0
7063,7063,1676812.322021721,5448687.734278944,-0.839339987
7064,7064,1682110.909003774,5448635.720457105,0.208933586
7065,7065,1686640.025709817,5448577.949656007,-9999.0
7066,7066,1687557.110670293,5448581.145282493,-0.463869827
7067,7067,1664437.521131941,5448802.248192337,-0.730666641
7068,7068,1676230.694327189,5448691.047401883,-0.84506246
7069,7069,1676844.018018811,5448679.935550452,-0.751284865
7070,7070,1676898.954218707,5448676.850892988,-9999.0
7071,7071,1676936.665913541,5448676.454408787,-9999.0
7072,7072,1682073.035754969,5448623.376123606,-9999.0
7073,7073,1682090.941283557,5448620.891910674,-0.081475788
7074,7074,1682216.541883531,5448618.623482957,-9999.0
7075,7075,1686658.754915323,5448567.025311239,-9999.0
7076,7076,1676167.093544646,5448674.738152051,-9999.0
7077,7077,1676216.268757947,5448674.021490932,-0.564064512
7078,7078,1676883.758277828,5448667.176930178,-0.693021266
7079,7079,1680391.52169299,5448660.072905685,-0.60768797
7080,7080,1664423.827424531,5448782.380408788,-0.331711079
7081,7081,1665499.35136407,5448781.547650758,-9999.0
7082,7082,1674414.87406158,5448680.95399246,-9999.0
7083,7083,1676193.537878789,5448664.285008831,-0.410589449
7084,7084,1676989.366108398,5448666.757810663,-0.528519121
7085,7085,1677022.383965451,5448658.376231574,-0.888222165
7086,7086,1682050.146090708,5448600.216946801,-9999.0
7087,7087,1682208.599371093,5448604.153728406,-0.488086911
7088,7088,1686673.612007432,5448547.630875619,-9999.0
7089,7089,1663951.862194036,5448767.191442855,-9999.0
7090,7090,1676174.509391988,5448654.613852685,0.10487303
7091,7091,1677053.309600562,5448650.293566951,-0.692999968
7092,7092,1682043.050057013,5448591.05190317,-9999.0
7093,7093,1682064.443663987,5448599.74856951,-0.252823218
7094,7094,1682200.888957403,5448589.280134382,0.600156288
7095,7095,1686707.43440805,5448537.256433166,-9999.0
7096,7096,1674319.215240084,5448663.606289585,-0.735305075
7097,7097,1680386.484856447,5448595.093211653,-0.537999988
7098,7098,1682208.319226417,5448579.223158305,-9999.0
7099,7099,1683339.07742722,5448566.660568259,-0.294412698
7100,7100,1687495.433415976,5448552.44320571,-0.575105643
7101,7101,1676110.664997087,5448635.808895522,-9999.0
7102,7102,1677094.529611008,5448624.926031043,-0.698855665
7103,7103,1677117.156476274,5448624.687561375,-9999.0
7104,7104,1680390.512102231,5448589.450595241,-0.88352939
7105,7105,1682041.828915068,5448571.277978246,0.32631581
7106,7106,1686718.511510183,5448517.177848367,0.330911812
7107,7107,1676135.305260482,5448636.209506931,-0.63689188
7108,7108,1680397.952820425,5448580.124257292,-9999.0
7109,7109,1682008.629035715,5448561.515892466,-9999.0
7110,7110,1683321.684392079,5448554.991724055,-0.294784573
7111,7111,1676110.053725044,5448615.287574764,-0.378031899
7112,7112,1677154.657580089,5448604.345534133,-0.675807244
7113,7113,1677252.707065474,5448603.31082312,-9999.0
7114,7114,1680379.716492284,5448569.392802764,-0.71566034
7115,7115,1682026.868414588,5448551.483203729,-0.192150651
7116,7116,1682140.478247846,5448549.356104361,-9999.0
7117,7117,1664362.902201026,5448718.115519842,-0.557963658
7118,7118,1677226.203859997,5448593.617317218,-0.626588813
7119,7119,1678187.948528461,5448593.375247366,-0.394518499
7120,7120,1680370.400553019,5448558.122731161,-0.608769185
7121,7121,1681988.995081537,5448541.995038984,-9999.0
7122,7122,1686718.156885699,5448487.261098889,-0.590521692
7123,7123,1686735.379688516,5448503.921456853,-9999.0
7124,7124,1672293.680998626,5448638.096459423,-0.416555985
7125,7125,1682009.185622095,5448539.503766033,0.071909951
7126,7126,1687463.168861403,5448469.844234782,-0.148903193
7127,7127,1663921.495559158,5448702.598032545,-9999.0
7128,7128,1664340.116852902,5448698.347233845,-0.590305057
7129,7129,1666029.569407528,5448683.294283579,-9999.0
7130,7130,1677283.388567819,5448578.046994126,-0.703604125
7131,7131,1680363.398315297,5448535.362243027,-0.671999931
7132,7132,1686755.631829371,5448466.869478899,-9999.0
7133,7133,1665500.238640817,5448716.807983027,-0.880769184
7134,7134,1677305.081443139,5448562.864317459,-0.920250028
7135,7135,1681968.764116821,5448517.822685642,-9999.0
7136,7136,1686774.369224073,5448456.673592553,-9999.0
7137,7137,1664325.407051404,5448678.530739945,-0.648921022
7138,7138,1676071.823933855,5448565.818810206,-0.435478255
7139,7139,1677316.289393103,5448552.772553659,-0.619800018
7140,7140,1681972.911454491,5448503.859145841,-0.132999953
7141,7141,1682079.541774223,5448505.109918836,-0.286542224
7142,7142,1677331.268415452,5448542.640913278,-9999.0
